time,ele,lat,lon,speed,encoding_latency,network_latency,total_latency,number_of_satellites,image_sequence_number,stream_id,x_merc,y_merc,antennas,buildings,avg_build_height
2018-12-27 20:17:32,0.0,37.299353630434766,126.9638172391305,31.869092909367946,69.5,203.3913043478261,272.89130434782606,11.0,24020.5,1.9782608695652173,14133547.484230256,4480915.369600371,0,1,0.0
2018-12-27 20:17:33,0.0,37.29943960869565,126.96381380434792,34.47319649043044,71.1304347826087,192.17391304347825,263.30434782608694,11.0,24066.5,2.3043478260869565,14133547.10187201,4480927.401402398,0,2,0.0
2018-12-27 20:17:34,0.0,37.299534787234045,126.96381046808514,38.15764024095763,70.68085106382979,195.82978723404256,266.51063829787233,11.0,24113.0,2.127659574468085,14133546.730480935,4480940.720707748,0,2,0.0
2018-12-27 20:17:35,0.0,37.299638304347845,126.96380647826096,41.503994254252575,71.04347826086956,190.30434782608697,261.3478260869565,10.021739130434783,24159.5,2.0217391304347827,14133546.28633574,4480955.206934287,0,4,2.375
2018-12-27 20:17:36,0.0,37.299740717391295,126.96380115217396,41.077149629838196,70.17391304347827,185.02173913043478,255.19565217391303,10.0,24205.5,2.8260869565217392,14133545.693438444,4480969.538676399,0,5,1.9
2018-12-27 20:17:37,0.0,37.29984660416666,126.96379618749997,42.46364722119702,69.64583333333333,214.4375,284.0833333333333,10.0,24252.5,2.4583333333333335,14133545.140773464,4480984.356555136,0,5,1.9
2018-12-27 20:17:38,0.0,37.29996004347826,126.9637903043478,45.49949245685441,70.32608695652173,214.93478260869566,285.2608695652174,10.0,24299.5,2.4565217391304346,14133544.485863961,4481000.231364888,0,6,1.5833333333333333
2018-12-27 20:17:39,0.0,37.30007102127659,126.9637841914893,44.51704276479567,70.02127659574468,208.46808510638297,278.48936170212767,10.0,24346.0,2.2127659574468086,14133543.805383665,4481015.761731202,0,5,1.9
2018-12-27 20:17:40,0.0,37.300180173913056,126.96377999999994,43.76334028942128,71.0,205.2826086956522,276.2826086956522,9.217391304347826,24392.5,2.391304347826087,14133543.338789206,4481031.036704526,0,5,1.9
2018-12-27 20:17:41,0.0,37.300290222222245,126.9637774222222,44.109533559742374,70.35555555555555,209.8,280.15555555555557,9.0,24438.0,2.466666666666667,14133543.051832298,4481046.437041994,0,2,0.0
2018-12-27 20:17:42,0.0,37.30039106122449,126.96377495918368,40.41887414583657,70.04081632653062,210.3265306122449,280.3673469387755,9.36734693877551,24485.0,2.204081632653061,14133542.777648106,4481060.548634013,0,2,0.0
2018-12-27 20:17:43,0.0,37.3004759767442,126.96377399999992,34.03128241171912,69.69767441860465,217.13953488372093,286.83720930232556,9.581395348837209,24531.0,2.627906976744186,14133542.670872258,4481072.431879813,0,2,0.0
2018-12-27 20:17:44,0.0,37.30054608163266,126.96377712244897,28.1121734211799,70.40816326530613,220.18367346938774,290.59183673469386,10.0,24577.020408163266,2.2653061224489797,14133543.018461697,4481082.242506689,0,1,0.0
2018-12-27 20:17:45,0.0,37.30059786956523,126.96379776086953,21.77189001581873,70.26086956521739,231.02173913043478,301.2826086956522,10.0,24624.478260869564,2.6739130434782608,14133545.315920163,4481089.489825759,0,1,0.0
2018-12-27 20:17:46,0.0,37.30063367346936,126.96383748979588,19.138376940125834,71.14285714285714,217.08163265306123,288.2244897959184,9.857142857142858,24672.020408163266,2.4489795918367347,14133549.738524014,4481094.500307067,0,1,0.0
2018-12-27 20:17:47,0.0,37.30065670833336,126.96389770833325,21.300881319666775,69.0625,227.33333333333334,296.3958333333333,10.0,24720.479166666668,2.2083333333333335,14133556.44202093,4481097.723860573,0,1,0.0
2018-12-27 20:17:48,0.0,37.30066872340425,126.96397146808508,24.001323170302342,70.08510638297872,221.7659574468085,291.8510638297872,10.48936170212766,24768.0,2.3191489361702127,14133564.652918944,4481099.405278486,0,1,0.0
2018-12-27 20:17:49,0.0,37.300670363636364,126.96405552272726,26.80327658277925,70.1590909090909,231.9090909090909,302.0681818181818,11.0,24813.522727272728,2.340909090909091,14133574.00983891,4481099.634816532,0,1,0.0
2018-12-27 20:17:50,0.0,37.30066660416667,126.96414804166665,29.531949002887053,70.47916666666667,238.75,309.2291666666667,11.0,24859.479166666668,2.3958333333333335,14133584.309000133,4481099.108707263,0,0,0.0
2018-12-27 20:17:51,0.0,37.3006594255319,126.96425442553188,34.035204288546545,71.48936170212765,246.59574468085106,318.0851063829787,9.914893617021276,24907.0,2.234042553191489,14133596.151597839,4481098.1041118475,1,1,53.9
2018-12-27 20:17:52,0.0,37.30064868749999,126.9643680625,36.48027598065313,69.45833333333333,235.95833333333334,305.4166666666667,9.0,24954.5,2.4375,14133608.801607264,4481096.6014060145,1,1,53.9
2018-12-27 20:17:53,0.0,37.300639956521756,126.96448515217388,37.48988209390112,67.82608695652173,232.95652173913044,300.7826086956522,9.0,25001.5,2.369565217391304,14133621.83597014,4481095.379572225,1,2,26.95
2018-12-27 20:17:54,0.0,37.30062954,126.96460156000006,37.34294457237395,71.82,236.6,308.42,8.86,25049.5,2.02,14133634.794430075,4481093.921859666,1,4,13.475
2018-12-27 20:17:55,0.0,37.30061782978723,126.96471172340426,35.430444444685406,69.7872340425532,223.25531914893617,293.0425531914894,8.27659574468085,25098.0,2.3404255319148937,14133647.057764133,4481092.283105183,1,5,0.0
2018-12-27 20:17:56,0.0,37.30060710000001,126.96480689999993,30.643919662573627,70.58,246.1,316.68,8.0,25146.5,2.4,14133657.6527743,4481090.78155396,0,6,0.0
2018-12-27 20:17:57,0.0,37.30059656818184,126.96488149999996,24.15288532455872,69.6590909090909,225.1590909090909,294.8181818181818,8.522727272727273,25193.5,2.1818181818181817,14133665.957208317,4481089.307707195,0,6,0.0
2018-12-27 20:17:58,0.0,37.30058524489795,126.96494128571426,19.591479238477397,69.6938775510204,226.3877551020408,296.0816326530612,9.0,25240.0,2.0816326530612246,14133672.612523587,4481087.7231011335,0,6,0.0
2018-12-27 20:17:59,0.0,37.300572634615406,126.96500617307687,21.293407875605627,72.8076923076923,234.15384615384616,306.96153846153845,8.23076923076923,25290.5,2.2884615384615383,14133679.835751751,4481085.958389837,0,8,0.0
2018-12-27 20:18:00,0.0,37.30056348837207,126.9650742325581,22.003690180052484,70.20930232558139,240.32558139534885,310.5348837209302,8.0,25338.0,2.255813953488372,14133687.412098546,4481084.678444164,0,9,0.0
2018-12-27 20:18:01,0.0,37.30055368627451,126.96514878431374,24.088342739359614,67.80392156862744,274.3333333333333,342.1372549019608,7.862745098039215,25385.0,2.3529411764705883,14133695.711162021,4481083.30671696,0,10,0.0
