,com,lat,lic,lon,x_merc,y_merc
8070,KT4GOUT,37.23512,322017110032178,126.955187,14132586.770404823,4471930.351625741
8071,KT4GOUT,37.23512,322015110037673,126.955187,14132586.770404823,4471930.351625741
8076,KT4GOUT,37.234894,322017110032208,126.954956,14132561.05560245,4471898.752206876
8078,KT4GOUT,37.235742,322017110031314,126.950883,14132107.651316449,4472017.320426974
8079,KT4GOUT,37.235775,322017110032180,126.950771,14132095.183533482,4472021.934547407
8092,KT4GOUT,37.234438,322012110020263,127.024156,14140264.364365347,4471834.994375781
8093,KT4GOUT,37.234465,322012110019131,127.019715,14139769.994506733,4471838.769499777
8094,KT4GOUT,37.234661,322017110047018,127.019744,14139773.222771965,4471866.174144122
8102,KT4GOUT,37.237618,322016110070670,126.984342,14135832.290158903,4472279.629388859
8104,KT4GOUT,37.237723,852016110008795,126.982898,14135671.544814197,4472294.311053515
8116,KT4GOUT,37.234047,322017110021031,126.983094,14135693.363434391,4471780.3251391165
8117,KT4GOUT,37.23403,322017110021458,126.983083,14135692.138919992,4471777.948222216
8120,KT4GOUT,37.230499,322012110020563,126.984291,14135826.612864872,4471284.260216247
8125,KT4GOUT,37.228747,322012110020562,126.985949,14136011.180580607,4471039.312302043
8132,KT4GOUT,37.232841,322018110011073,126.97583,14134884.73865327,4471611.70518739
8133,KT4GOUT,37.232841,322018110011200,126.97583,14134884.73865327,4471611.70518739
8134,KT4GOUT,37.234152,322018110011199,126.97632,14134939.285203759,4471795.006108331
8135,KT4GOUT,37.234152,322018110011072,126.97632,14134939.285203759,4471795.006108331
8136,KT4GOUT,37.233955,322018110011071,126.975455,14134842.993844222,4471767.46183052
8137,KT4GOUT,37.233955,322018110011198,126.975455,14134842.993844222,4471767.46183052
8138,KT4GOUT,37.234593,322018110009934,126.975209,14134815.609249488,4471856.666402298
8139,KT4GOUT,37.234593,322018110009875,126.975209,14134815.609249488,4471856.666402298
8143,KT4GOUT,37.234294,322018110009933,126.974041,14134685.588084241,4471814.860403976
8144,KT4GOUT,37.234294,322018110009874,126.974041,14134685.588084241,4471814.860403976
8145,KT4GOUT,37.235529,322018110009873,126.974036,14134685.031486787,4471987.538425506
8146,KT4GOUT,37.235529,322018110009932,126.974036,14134685.031486787,4471987.538425506
8149,KT4GOUT,37.235084,322018110009931,126.973715,14134649.297930242,4471925.3180836495
8150,KT4GOUT,37.235084,322018110009872,126.973715,14134649.297930242,4471925.3180836495
8151,KT4GOUT,37.232811,322018110019243,126.972114,14134471.075425481,4471607.51069561
8152,KT4GOUT,37.232811,322018110019174,126.972114,14134471.075425481,4471607.51069561
8174,KT4GOUT,37.229663,322014110008698,126.966858,14133885.980181873,4471167.377967339
8176,KT4GOUT,37.226357,322012110022735,126.970013,14134237.193175325,4470705.174495676
8177,KT4GOUT,37.226357,852016110000303,126.970013,14134237.193175325,4470705.174495676
8178,KT4GOUT,37.226357,322015110044476,126.970013,14134237.193175325,4470705.174495676
8179,KT4GOUT,37.226357,322016110058601,126.970013,14134237.193175325,4470705.174495676
8187,KT4GOUT,37.22378,322012110020561,126.974206,14134703.955800222,4470344.904717244
8195,KT4GOUT,37.227617,322016110027784,126.982522,14135629.68868566,4470881.329508892
8197,KT4GOUT,37.224345,322012110020565,126.98327,14135712.955664774,4470423.89179896
8199,KT4GOUT,37.224345,322015110044447,126.98327,14135712.955664774,4470423.89179896
8206,KT4GOUT,37.226855,322015110044445,126.974491,14134735.6818551,4470774.797315806
8208,KT4GOUT,37.226855,852015110010218,126.974491,14134735.6818551,4470774.797315806
8209,KT4GOUT,37.226855,322012110020567,126.974491,14134735.6818551,4470774.797315806
8210,KT4GOUT,37.226855,322015110044446,126.974491,14134735.6818551,4470774.797315806
8211,KT4GOUT,37.226855,322012110020566,126.974491,14134735.6818551,4470774.797315806
8218,KT4GOUT,37.223339,322012110020564,126.97739,14135058.397058908,4470283.25326464
8219,KT4GOUT,37.223339,322015110044449,126.97739,14135058.397058908,4470283.25326464
8228,KT4GOUT,37.226941,322015110035786,126.958579,14132964.366117595,4470786.820580294
8232,KT4GOUT,37.227008,322015110024966,126.958594,14132966.035909958,4470796.187551668
8238,KT4GOUT,37.222256,322016110033443,126.972064,14134465.509450944,4470131.852247421
8242,KT4GOUT,37.223597,322016110063311,126.974244,14134708.185940873,4470319.321417643
8244,KT4GOUT,37.22378,322015110035840,126.974206,14134703.955800222,4470344.904717244
8248,KT4GOUT,37.225496,322013110035961,126.992573,14136748.56088762,4470584.803596068
8250,KT4GOUT,37.223944,322014110051806,126.988053,14136245.396789236,4470367.8318800125
8251,KT4GOUT,37.223944,322015110045018,126.988053,14136245.396789236,4470367.8318800125
8257,KT4GOUT,37.224873,322012110022737,126.953897,14132443.168261701,4470497.706810212
8259,KT4GOUT,37.224869,322016110058596,126.953894,14132442.83430323,4470497.147603636
8260,KT4GOUT,37.224869,322015110054886,126.953894,14132442.83430323,4470497.147603636
8264,KT4GOUT,37.239822,322016110021258,127.006333,14138280.317080935,4472587.808811983
8265,KT4GOUT,37.239822,322016110021271,127.006333,14138280.317080935,4472587.808811983
8268,KT4GOUT,37.224785,322013110021546,126.996831,14137222.55927942,4470485.404272447
8271,KT4GOUT,37.303622,322016110061354,126.887025,14124999.011273371,4481512.7020544335
8275,KT4GOUT,37.303641,322014110039568,126.887248,14125023.83551982,4481515.361065084
8276,KT4GOUT,37.303641,322012110019735,126.887248,14125023.83551982,4481515.361065084
8282,KT4GOUT,37.294579,322015110043266,126.884596,14124728.616230236,4480247.2291723
8283,KT4GOUT,37.294579,322012110019723,126.884596,14124728.616230236,4480247.2291723
8289,KT4GOUT,37.296825,322015110037701,126.885522,14124831.69807871,4480561.519084105
8290,KT4GOUT,37.296786,322012110019724,126.885499,14124829.137730423,4480556.061610207
8302,KT4GOUT,37.308331,322015110053568,126.890717,14125410.002833383,4482171.737403605
8303,KT4GOUT,37.308377,322015110020228,126.890675,14125405.327414768,4482178.175412653
8309,KT4GOUT,37.310652,852016110003355,126.889232,14125244.693389555,4482496.581861681
8318,KT4GOUT,37.323306,322012110023289,126.893333,14125701.214621296,4484267.797383357
8321,KT4GOUT,37.323331,322016110068214,126.893381,14125706.557956856,4484271.296997951
8323,KT4GOUT,37.324633,322016110068217,126.902528,14126724.797339143,4484453.558535284
8324,KT4GOUT,37.324716,322012110010228,126.90253,14126725.019978123,4484465.177465399
8327,KT4GOUT,37.327735,322012110069682,126.903525,14126835.782871464,4484887.807273349
8333,KT4GOUT,37.291439,322015110043401,126.886161,14124902.831233328,4479807.854730865
8344,KT4GOUT,37.298022,322014110035056,126.889603,14125285.992920639,4480729.022928409
8345,KT4GOUT,37.298022,322015110037702,126.889603,14125285.992920639,4480729.022928409
8357,KT4GOUT,37.307744,322017110052208,126.899108,14126344.084680628,4482089.583155692
8360,KT4GOUT,37.307808,322012110064835,126.8992,14126354.32607378,4482098.540316816
8361,KT4GOUT,37.307808,322014110039570,126.8992,14126354.32607378,4482098.540316816
8366,KT4GOUT,37.308211,322015110020229,126.894772,14125861.40336855,4482154.942615929
8369,KT4GOUT,37.308244,322012110019734,126.894772,14125861.40336855,4482159.561179868
8370,KT4GOUT,37.308244,322016110061352,126.894772,14125861.40336855,4482159.561179868
8372,KT4GOUT,37.308244,322014110039569,126.894772,14125861.40336855,4482159.561179868
8374,KT4GOUT,37.308244,322016110061351,126.894772,14125861.40336855,4482159.561179868
8378,KT4GOUT,37.310642,322016110061340,126.902667,14126740.270748362,4482495.182251813
8379,KT4GOUT,37.310642,322012110017694,126.902667,14126740.270748362,4482495.182251813
8380,KT4GOUT,37.310642,322014110039313,126.902667,14126740.270748362,4482495.182251813
8384,KT4GOUT,37.311286,852016110008614,126.904034,14126892.444492275,4482585.317507425
8392,KT4GOUT,37.333,322017110037761,126.916275,14128255.106379077,4485624.895253096
8396,KT4GOUT,37.331698,852013110004250,126.915112,14128125.641811285,4485442.613418018
8399,KT4GOUT,37.332072,322016110095696,126.915244,14128140.335984068,4485494.973621742
8400,KT4GOUT,37.332072,322016110095695,126.915244,14128140.335984068,4485494.973621742
8401,KT4GOUT,37.332239,322015110039820,126.915127,14128127.311603647,4485518.353796895
8402,KT4GOUT,37.332239,322015110039821,126.915127,14128127.311603647,4485518.353796895
8413,KT4GOUT,37.333714,322012110023290,126.905006,14127000.647037325,4485724.857600727
8419,KT4GOUT,37.312013,322017110008576,126.90373,14126858.603367075,4482687.070501713
8420,KT4GOUT,37.312013,322015110068512,126.90373,14126858.603367075,4482687.070501713
8421,KT4GOUT,37.312013,322015110068533,126.90373,14126858.603367075,4482687.070501713
8432,KT4GOUT,37.313412,322012110017690,126.9001,14126454.513615496,4482882.8813020615
8436,KT4GOUT,37.313561,322015110078659,126.900108,14126455.404171424,4482903.736276787
8440,KT4GOUT,37.315914,322018110018619,126.906167,14127129.888966138,4483233.082398786
8441,KT4GOUT,37.315914,322018110018552,126.906167,14127129.888966138,4483233.082398786
8442,KT4GOUT,37.315914,322018110018590,126.906167,14127129.888966138,4483233.082398786
8448,KT4GOUT,37.317798,322012110017691,126.900837,14126536.55608021,4483496.790678217
8457,KT4GOUT,37.31075,322012110017695,126.904595,14126954.89472661,4482510.29804825
8458,KT4GOUT,37.310769,322015110078661,126.904608,14126956.34187999,4482512.95731098
8461,KT4GOUT,37.310855,852015110007971,126.906116,14127124.211672109,4482524.99398227
8467,KT4GOUT,37.310855,852015110007927,126.906116,14127124.211672109,4482524.99398227
8469,KT4GOUT,37.312034,322014110039323,126.904982,14126997.975369548,4482690.009736252
8470,KT4GOUT,37.312034,322012110017693,126.904982,14126997.975369548,4482690.009736252
8473,KT4GOUT,37.325195,322015110055903,126.916368,14128265.459091721,4484532.231541741
8482,KT4GOUT,37.324506,322015110045085,126.913253,14127918.698877899,4484435.780197181
8487,KT4GOUT,37.324719,322016110095698,126.913192,14127911.90838896,4484465.597426969
8488,KT4GOUT,37.324719,322016110095699,126.913192,14127911.90838896,4484465.597426969
8500,KT4GOUT,37.304974,322014110036705,126.905468,14127052.076642076,4481701.913331401
8502,KT4GOUT,37.304974,322012110017697,126.905468,14127052.076642076,4481701.913331401
8508,KT4GOUT,37.305734,852018110002609,126.902942,14126770.88360833,4481808.276193734
8509,KT4GOUT,37.305734,852018110002097,126.902942,14126770.88360833,4481808.276193734
8512,KT4GOUT,37.307144,322015110078662,126.903236,14126803.611538624,4482005.610140925
8513,KT4GOUT,37.307152,322012110017696,126.903248,14126804.947372515,4482006.729776715
8514,KT4GOUT,37.309089,322015110078660,126.906967,14127218.944558771,4482277.825098492
8519,KT4GOUT,37.32833,322015110045083,126.92025,14128697.601354979,4484971.103326104
8522,KT4GOUT,37.328336,322016110095697,126.920028,14128672.888428023,4484971.943289657
8524,KT4GOUT,37.330604,322018110019177,126.919574,14128622.349379202,4485289.454318512
8525,KT4GOUT,37.330597,322018110018512,126.919547,14128619.343752952,4485288.474331455
8526,KT4GOUT,37.330597,322018110018640,126.919547,14128619.343752952,4485288.474331455
8536,KT4GOUT,37.327775,322016110095693,126.917586,14128401.046231505,4484893.406987307
8538,KT4GOUT,37.327692,322015110045081,126.917483,14128389.580323957,4484881.787584169
8550,KT4GOUT,37.330268,852013110004289,126.915347,14128151.80189162,4485242.415042763
8563,KT4GOUT,37.301076,322014110034999,126.895181,14125906.933040284,4481156.400703496
8564,KT4GOUT,37.301076,322014110040405,126.895181,14125906.933040284,4481156.400703496
8570,KT4GOUT,37.293844,322012110019730,126.897611,14126177.43940291,4480144.38032629
8572,KT4GOUT,37.293844,322015110062738,126.897611,14126177.43940291,4480144.38032629
8577,KT4GOUT,37.294994,322015110078675,126.894675,14125850.605377942,4480305.300733307
8582,KT4GOUT,37.294988,322012110019731,126.894661,14125849.04690507,4480304.461142191
8587,KT4GOUT,37.287494,322012110019728,126.886279,14124915.966933243,4479255.8641070835
8591,KT4GOUT,37.287506,322015110043389,126.8863,14124918.304642547,4479257.543122133
8598,KT4GOUT,37.288121,322012110084281,126.900389,14126486.684948334,4479343.593001893
8599,KT4GOUT,37.288121,322015110062734,126.900389,14126486.684948334,4479343.593001893
8609,KT4GOUT,37.29143,322012110019729,126.886153,14124901.9406774,4479806.595403727
8616,KT4GOUT,37.332806,322016110039664,126.926331,14129374.535178496,4485597.734779371
8617,KT4GOUT,37.332806,322016110039674,126.926331,14129374.535178496,4485597.734779371
8629,KT4GOUT,37.334489,322016110032236,126.921831,14128873.597469924,4485833.361224284
8630,KT4GOUT,37.334489,322016110032245,126.921831,14128873.597469924,4485833.361224284
8631,KT4GOUT,37.336281,322015110043262,126.922596,14128958.75688038,4486084.253889794
8632,KT4GOUT,37.336281,322017110003495,126.922596,14128958.75688038,4486084.253889794
8639,KT4GOUT,37.310492,322017110003479,126.916613,14128292.732366966,4482474.188126119
8642,KT4GOUT,37.310492,322015110045084,126.916613,14128292.732366966,4482474.188126119
8644,KT4GOUT,37.307424,322018110002026,126.91721,14128359.190102968,4482044.797464429
8645,KT4GOUT,37.307424,322018110002028,126.91721,14128359.190102968,4482044.797464429
8646,KT4GOUT,37.307424,322018110002027,126.91721,14128359.190102968,4482044.797464429
8649,KT4GOUT,37.309663,322012110017686,126.912755,14127863.261771483,4482358.161346864
8655,KT4GOUT,37.313622,322015110078664,126.907831,14127315.124598818,4482912.274231385
8657,KT4GOUT,37.313156,322012110017692,126.907493,14127277.49861093,4482847.050032608
8659,KT4GOUT,37.311351,322014110039312,126.908162,14127351.971350271,4482594.415052828
8660,KT4GOUT,37.311046,322012110017699,126.908257,14127362.546701895,4482551.726638682
8664,KT4GOUT,37.335287,852017110004520,126.933195,14130138.6321633,4485945.086125162
8665,KT4GOUT,37.335287,852018110003467,126.933195,14130138.6321633,4485945.086125162
8669,KT4GOUT,37.334271,322015110078162,126.93251,14130062.378312105,4485802.840091857
8673,KT4GOUT,37.334271,322016110013644,126.93251,14130062.378312105,4485802.840091857
8676,KT4GOUT,37.334228,322017110037917,126.932419,14130052.248238442,4485796.819878948
8681,KT4GOUT,37.329072,322016110039670,126.929069,14129679.327944286,4485074.979327881
8682,KT4GOUT,37.329072,322016110039657,126.929069,14129679.327944286,4485074.979327881
8689,KT4GOUT,37.334489,322017110037918,126.927636,14129519.807113979,4485833.361224284
8690,KT4GOUT,37.334489,322016110027704,126.927636,14129519.807113979,4485833.361224284
8693,KT4GOUT,37.334533,322015110083275,126.927575,14129513.01662504,4485839.521463592
8694,KT4GOUT,37.316525,322018110014630,126.918156,14128464.498341259,4483318.604901085
8695,KT4GOUT,37.316525,322018110014556,126.918156,14128464.498341259,4483318.604901085
8696,KT4GOUT,37.317119,322018110014629,126.918381,14128489.545226688,4483401.748556666
8697,KT4GOUT,37.317119,322018110014555,126.918381,14128489.545226688,4483401.748556666
8699,KT4GOUT,37.318181,322018110014554,126.917361,14128375.999346077,4483550.400972349
8700,KT4GOUT,37.318181,322018110014628,126.917361,14128375.999346077,4483550.400972349
8704,KT4GOUT,37.318604,322017110003480,126.915921,14128215.699279334,4483609.610570278
8705,KT4GOUT,37.318614,322016110068220,126.915894,14128212.693653082,4483611.010328397
8706,KT4GOUT,37.318614,322016110068216,126.915894,14128212.693653082,4483611.010328397
8719,KT4GOUT,37.325844,322013110019628,126.917374,14128377.446499458,4484623.084197652
8726,KT4GOUT,37.3261,322016110033457,126.925567,14129289.487087527,4484658.921516567
8727,KT4GOUT,37.3261,322016110033461,126.925567,14129289.487087527,4484658.921516567
8729,KT4GOUT,37.326703,322016110095694,126.918831,14128539.638997544,4484743.33568386
8730,KT4GOUT,37.326897,322015110045082,126.918792,14128535.297537403,4484770.493951367
8736,KT4GOUT,37.296019,322013110002411,126.901775,14126640.973762576,4480448.731865245
8744,KT4GOUT,37.297071,322014110034998,126.901579,14126619.155142378,4480595.943215447
8747,KT4GOUT,37.297071,322014110039558,126.901579,14126619.155142378,4480595.943215447
8750,KT4GOUT,37.300869,322015110078663,126.905533,14127059.312408976,4481127.432506429
8753,KT4GOUT,37.301136,322012110017687,126.905524,14127058.310533559,4481164.797297262
8757,KT4GOUT,37.302822,322012110017689,126.901834,14126647.54161253,4481400.744320888
8758,KT4GOUT,37.302822,322014110039328,126.901834,14126647.54161253,4481400.744320888
8760,KT4GOUT,37.302884,322016110032471,126.90172,14126634.85119058,4481409.421002664
8763,KT4GOUT,37.302884,322016110032263,126.90172,14126634.85119058,4481409.421002664
8764,KT4GOUT,37.302956,322016110068299,126.901711,14126633.849315165,4481419.49715822
8775,KT4GOUT,37.330883,322015110055832,126.9375,14130617.862571165,4485328.513876996
8781,KT4GOUT,37.330944,322016110066283,126.937478,14130615.413542366,4485337.053799788
8784,KT4GOUT,37.329475,322015110045971,126.936211,14130474.371747531,4485131.397586238
8787,KT4GOUT,37.321883,852015110007331,126.933678,14130192.399477353,4484068.601239731
8794,KT4GOUT,37.321106,322017110003494,126.933497,14130172.25064952,4483959.835858042
8796,KT4GOUT,37.321106,322015110044292,126.933497,14130172.25064952,4483959.835858042
8801,KT4GOUT,37.322953,322015110069686,126.930458,14129833.950716997,4484218.382949561
8804,KT4GOUT,37.319983,322016110032243,126.92855,14129621.553128565,4483802.638973007
8805,KT4GOUT,37.319983,322016110032234,126.92855,14129621.553128565,4483802.638973007
8809,KT4GOUT,37.325395,852018110004956,126.93742,14130608.957011899,4484560.229194893
8810,KT4GOUT,37.325395,852018110005299,126.93742,14130608.957011899,4484560.229194893
8811,KT4GOUT,37.325395,852018110004952,126.93742,14130608.957011899,4484560.229194893
8812,KT4GOUT,37.325608,852018110000687,126.937033,14130565.876368962,4484590.04677744
8813,KT4GOUT,37.325608,852018110000689,126.937033,14130565.876368962,4484590.04677744
8814,KT4GOUT,37.327242,322018110018641,126.936733,14130532.480521725,4484818.791043616
8815,KT4GOUT,37.327242,322018110018558,126.936733,14130532.480521725,4484818.791043616
8816,KT4GOUT,37.327045,852017110022513,126.936539,14130510.884540511,4484791.212676824
8817,KT4GOUT,37.327045,852017110022497,126.936539,14130510.884540511,4484791.212676824
8818,KT4GOUT,37.327045,852017110022498,126.936539,14130510.884540511,4484791.212676824
8819,KT4GOUT,37.327045,852017110022512,126.936539,14130510.884540511,4484791.212676824
8820,KT4GOUT,37.325836,852018110000679,126.935428,14130387.20858624,4484621.964283404
8821,KT4GOUT,37.323995,322015110047399,126.934111,14130240.600816866,4484364.247187694
8823,KT4GOUT,37.323792,322015110046315,126.9357,14130417.487487737,4484335.830099749
8825,KT4GOUT,37.323766,852013110013042,126.935682,14130415.4837369,4484332.190478268
8828,KT4GOUT,37.323995,852013110008671,126.934111,14130240.600816866,4484364.247187694
8838,KT4GOUT,37.322221,852013110016527,126.935151,14130356.37308729,4484115.915231658
8842,KT4GOUT,37.328083,322016110064847,126.939781,14130871.782329662,4484936.52488463
8843,KT4GOUT,37.328083,322016110064848,126.939781,14130871.782329662,4484936.52488463
8844,KT4GOUT,37.328083,322015110045286,126.939781,14130871.782329662,4484936.52488463
8845,KT4GOUT,37.328083,322017110055226,126.939781,14130871.782329662,4484936.52488463
8846,KT4GOUT,37.328083,322017110055225,126.939781,14130871.782329662,4484936.52488463
8848,KT4GOUT,37.328083,322015110039675,126.939706,14130863.433367854,4484936.52488463
8851,KT4GOUT,37.328083,322015110045970,126.939706,14130863.433367854,4484936.52488463
8858,KT4GOUT,37.330883,322012110023291,126.9375,14130617.862571165,4485328.513876996
8864,KT4GOUT,37.330883,852015110007200,126.9375,14130617.862571165,4485328.513876996
8877,KT4GOUT,37.327518,852018110000688,126.944092,14131351.680654472,4484857.428877083
8882,KT4GOUT,37.335288,322012110022172,126.943385,14131272.977774484,4485945.226132047
8886,KT4GOUT,37.335288,322013110021181,126.943385,14131272.977774484,4485945.226132047
8888,KT4GOUT,37.335288,322016110068847,126.943385,14131272.977774484,4485945.226132047
8890,KT4GOUT,37.335288,322016110070718,126.943385,14131272.977774484,4485945.226132047
8893,KT4GOUT,37.334139,322012110023295,126.941855,14131102.658953568,4485784.35944922
8907,KT4GOUT,37.296056,322014110040130,126.917576,14128399.9330366,4480453.909415823
8909,KT4GOUT,37.296056,322012110019192,126.917576,14128399.9330366,4480453.909415823
8911,KT4GOUT,37.29504,322014110040327,126.916857,14128319.89432272,4480311.737600756
8913,KT4GOUT,37.29504,322012110019783,126.916857,14128319.89432272,4480311.737600756
8918,KT4GOUT,37.295078,852016110009043,126.916847,14128318.781127809,4480317.055015965
8920,KT4GOUT,37.296778,322012110019784,126.913787,14127978.143485984,4480554.942128733
8923,KT4GOUT,37.297228,322014110040416,126.913724,14127971.130358065,4480617.913146738
8939,KT4GOUT,37.324041,852015110007330,126.941207,14131030.523923535,4484370.686538489
8942,KT4GOUT,37.324041,322015110047398,126.941207,14131030.523923535,4484370.686538489
8944,KT4GOUT,37.321306,322017110002269,126.940094,14130906.625330282,4483987.831987812
8945,KT4GOUT,37.321292,322016110068279,126.940061,14130902.951787086,4483985.872256303
8947,KT4GOUT,37.321292,322012110019459,126.940061,14130902.951787086,4483985.872256303
8951,KT4GOUT,37.316492,322012110019462,126.938402,14130718.27275186,4483313.985828374
8960,KT4GOUT,37.324786,322016110028774,126.944528,14131400.21595246,4484474.97657306
8965,KT4GOUT,37.324783,322017110035946,126.944525,14131399.881993987,4484474.556611115
8970,KT4GOUT,37.32337,322012110023293,126.944805,14131431.05145141,4484276.756399043
8974,KT4GOUT,37.3238,852013110008665,126.943501,14131285.890835414,4484336.949983536
8975,KT4GOUT,37.3238,322015110045261,126.943501,14131285.890835414,4484336.949983536
8977,KT4GOUT,37.324093,322012110023294,126.943001,14131230.231090017,4484377.965809349
8980,KT4GOUT,37.326233,322018110002009,126.940406,14130941.357011408,4484677.540171852
8981,KT4GOUT,37.326233,322018110002036,126.940406,14130941.357011408,4484677.540171852
8982,KT4GOUT,37.322208,322017110032237,126.944214,14131365.261632351,4484114.095458804
8985,KT4GOUT,37.322194,322015110045969,126.944201,14131363.814478971,4484112.135703772
8987,KT4GOUT,37.31155,322012110019461,126.938889,14130772.485343875,4482622.267586893
8991,KT4GOUT,37.3065,322016110039662,126.932533,14130064.938660394,4481915.479850649
8992,KT4GOUT,37.3065,322016110039673,126.932533,14130064.938660394,4481915.479850649
8999,KT4GOUT,37.309842,322016110032258,126.931412,14129940.149511214,4482383.214065452
9000,KT4GOUT,37.309842,322016110032466,126.931412,14129940.149511214,4482383.214065452
9002,KT4GOUT,37.305869,322016110026156,126.927422,14129495.984742949,4481827.169709349
9009,KT4GOUT,37.335157,322012110019529,126.950914,14132111.102220664,4485926.885245846
9013,KT4GOUT,37.334611,322016110058578,126.948397,14131830.91106234,4485850.441896685
9014,KT4GOUT,37.334531,322016110047153,126.948364,14131827.237519143,4485839.241452634
9021,KT4GOUT,37.32915,322015110056304,126.952217,14132256.15151717,4485085.89896717
9022,KT4GOUT,37.32915,322016110058575,126.952217,14132256.15151717,4485085.89896717
9025,KT4GOUT,37.329112,322013110032850,126.952081,14132241.01206642,4485080.5791414855
9026,KT4GOUT,37.3301,322015110055885,126.949525,14131956.479447952,4485218.895483781
9027,KT4GOUT,37.3301,322016110058579,126.949525,14131956.479447952,4485218.895483781
9028,KT4GOUT,37.330089,322015110039676,126.949439,14131946.905971745,4485217.355514491
9030,KT4GOUT,37.324864,322016110022965,126.950595,14132075.591303103,4484485.895589492
9031,KT4GOUT,37.324864,322016110022964,126.950595,14132075.591303103,4484485.895589492
9039,KT4GOUT,37.325664,322015110022633,126.948349,14131825.56772678,4484597.886155897
9043,KT4GOUT,37.325661,322015110041923,126.948342,14131824.788490344,4484597.466189046
9044,KT4GOUT,37.325661,322016110058587,126.948342,14131824.788490344,4484597.466189046
9049,KT4GOUT,37.327458,322017110058087,126.945725,14131533.46538294,4484849.029335996
9051,KT4GOUT,37.323496,852018110000372,126.948797,14131875.438858654,4484294.394483474
9052,KT4GOUT,37.327067,852018110000678,126.943986,14131339.88078845,4484794.292490848
9067,KT4GOUT,37.336389,322016110027716,126.934533,14130287.57764198,4486099.374844355
9069,KT4GOUT,37.33638,852015110010526,126.934511,14130285.128613181,4486098.114763977
9070,KT4GOUT,37.33638,322014110075969,126.934511,14130285.128613181,4486098.114763977
9071,KT4GOUT,37.33638,322017110037919,126.934511,14130285.128613181,4486098.114763977
9076,KT4GOUT,37.321525,322015110041924,126.949106,14131909.83658131,4484018.487835368
9078,KT4GOUT,37.321534,322013110033968,126.949084,14131907.387552515,4484019.747666631
9089,KT4GOUT,37.323175,322015110045260,126.945157,14131470.235912168,4484249.459421915
9090,KT4GOUT,37.323175,852013110008664,126.945157,14131470.235912168,4484249.459421915
9092,KT4GOUT,37.292765,852013110005458,126.937258,14130590.923254393,4479993.397242093
9093,KT4GOUT,37.297684,322016110032242,126.938092,14130683.763709715,4480681.724162614
9096,KT4GOUT,37.295491,322014110008847,126.93669,14130527.693783622,4480374.847096618
9101,KT4GOUT,37.297817,322015110044415,126.931022,14129896.734909806,4480700.33578178
9106,KT4GOUT,37.297809,322012110019782,126.931007,14129895.065117443,4480699.2162849605
9118,KT4GOUT,37.298528,322015110037694,126.927803,14129538.397468941,4480799.831537191
9119,KT4GOUT,37.298519,322012110019781,126.927793,14129537.284274032,4480798.572091372
9131,KT4GOUT,37.344775,322016110032217,126.917939,14128440.342011757,4487273.555360091
9132,KT4GOUT,37.345043,322012110023264,126.918013,14128448.579654075,4487311.0820128545
9145,KT4GOUT,37.349086,322014110041468,126.924648,14129187.184475489,4487877.218627342
9146,KT4GOUT,37.349094,322016110012055,126.924661,14129188.63162887,4487878.338888312
9147,KT4GOUT,37.349094,322016110064583,126.924661,14129188.63162887,4487878.338888312
9153,KT4GOUT,37.350075,322015110068534,126.925469,14129278.577777432,4488015.711794511
9155,KT4GOUT,37.350075,322015110068513,126.925469,14129278.577777432,4488015.711794511
9161,KT4GOUT,37.35485,322014110041804,126.930367,14129823.820643337,4488684.39759963
9169,KT4GOUT,37.354908,322016110013002,126.930236,14129809.237790039,4488692.520118001
9172,KT4GOUT,37.355264,322017110051613,126.930237,14129809.349109534,4488742.375713068
9175,KT4GOUT,37.355264,852015110004000,126.930237,14129809.349109534,4488742.375713068
9179,KT4GOUT,37.355264,852015110007672,126.930237,14129809.349109534,4488742.375713068
9184,KT4GOUT,37.355264,322014110041493,126.930237,14129809.349109534,4488742.375713068
9190,KT4GOUT,37.356486,322016110064588,126.930244,14129810.12834597,4488913.51104334
9191,KT4GOUT,37.356486,322016110055641,126.930244,14129810.12834597,4488913.51104334
9192,KT4GOUT,37.356486,322016110012068,126.930244,14129810.12834597,4488913.51104334
9193,KT4GOUT,37.356486,322016110055643,126.930244,14129810.12834597,4488913.51104334
9194,KT4GOUT,37.356486,322018110001248,126.930244,14129810.12834597,4488913.51104334
9201,KT4GOUT,37.351029,322012110023273,126.928232,14129586.153530492,4488149.3055166565
9202,KT4GOUT,37.351029,322014110040553,126.928232,14129586.153530492,4488149.3055166565
9211,KT4GOUT,37.350023,322014110041746,126.927614,14129517.358085182,4488008.4300051965
9216,KT4GOUT,37.349592,322016110064585,126.927422,14129495.984742949,4487948.075368665
9217,KT4GOUT,37.349122,322016110012036,126.927636,14129519.807113979,4487882.259802645
9221,KT4GOUT,37.349061,322016110012038,126.925797,14129315.09057041,4487873.717812582
9222,KT4GOUT,37.349061,322016110064586,126.925797,14129315.09057041,4487873.717812582
9223,KT4GOUT,37.349042,322014110041791,126.925788,14129314.088694993,4487871.057194143
9224,KT4GOUT,37.345536,322014110041316,126.92673,14129418.95165532,4487380.114600776
9225,KT4GOUT,37.345536,322015110026037,126.92673,14129418.95165532,4487380.114600776
9227,KT4GOUT,37.345603,322016110012051,126.923172,14129022.876907077,4487389.4963464895
9228,KT4GOUT,37.3456,322016110064584,126.923172,14129022.876907077,4487389.076268145
